,ent,ent_label
3669,Kim,PERSON
3670,South Korea,GPE
3671,Russia,GPE
3672,China,GPE
3673,Kim,PERSON
3674,Vietnam,GPE
3675,Today,DATE
3676,1,CARDINAL
3677,"6,000 miles",QUANTITY
3678,one,CARDINAL
3679,today,DATE
3680,Democrats,NORP
3681,100 percent,PERCENT
3682,El Paso,GPE
3683,El Paso,GPE
3684,El Paso,GPE
3685,Texas,GPE
3686,100 percent,PERCENT
3687,only one,CARDINAL
3688,El Paso,GPE
3689,"2,000",CARDINAL
3690,23,CARDINAL
3691,"2,000",CARDINAL
3692,Mexico,GPE
3693,El Paso,GPE
3694,99.9 percent,PERCENT
3695,me—99.9 percent,PERCENT
3696,the Border Patrol,LOC
3697,three,CARDINAL
3698,three,CARDINAL
3699,Chuck,PERSON
3700,the United States,GPE
3701,two,CARDINAL
3702,Mexico,GPE
3703,Mexico,GPE
3704,"almost 40,000",CARDINAL
3705,Forty thousand,CARDINAL
3706,"over 15,000",CARDINAL
3707,Tijuana,GPE
3708,the United States,GPE
3709,One,CARDINAL
3710,1,CARDINAL
3711,1977,DATE
3712,the first week,DATE
3713,One,CARDINAL
