,ent,ent_label
1172,two,CARDINAL
1173,Great Britain,GPE
1174,State,ORG
1175,Fox,PERSON
1176,the United States,GPE
1177,two,CARDINAL
1178,Congress,ORG
1179,1825,DATE
1180,British,NORP
1181,two,CARDINAL
1182,Maine,GPE
1183,Massachusetts,GPE
1184,Great Britain,GPE
1185,the General Government,ORG
1186,Great Britain,GPE
1187,the United States,GPE
1188,The State of Maine,ORG
1189,New Brunswick,GPE
1190,the State of Maine,GPE
1191,the United States,GPE
1192,Great Britain,GPE
1193,two,CARDINAL
1194,Britannic Majesty's,ORG
1195,Maine,GPE
1196,State,ORG
1197,two,CARDINAL
1198,State,ORG
1199,the General Government,ORG
1200,State,ORG
1201,Maine,GPE
1202,the 1st of March,DATE
1203,the Federal Government,ORG
1204,State,ORG
1205,the Federal Executive,ORG
1206,the Federal Government,ORG
1207,Great Britain,GPE
1208,third,ORDINAL
1209,Congress,ORG
1210,the Federal Government,ORG
1211,the State of Maine,GPE
1212,New Brunswick,ORG
1213,Constitution,LAW
1214,State,ORG
1215,the Federal Government,ORG
1216,British,NORP
1217,the State of Maine,GPE
1218,Maine,GPE
1219,the Province of New Brunswick,GPE
1220,the State of Maine,ORG
1221,the British Province,GPE
1222,two,CARDINAL
1223,daily,DATE
1224,Maine,GPE
1225,Union,ORG
1226,Congress,ORG
1227,Executive,ORG
1228,Legislature,ORG
1229,Fellow Citizens,PERSON
1230,Senate,ORG
1231,House of Representatives,ORG
1232,the past year,DATE
1233,the past season,DATE
1234,the Federal Government,ORG
1235,Congress,ORG
1236,Executive,ORG
1237,Great Britain,GPE
1238,Legislature,ORG
1239,another Department of the Government,ORG
1240,Great Britain,GPE
1241,the British Government,ORG
1242,the State of Maine,GPE
1243,the Government of Her Britannic Majesty,ORG
1244,Constitution,LAW
1245,the General Government,ORG
1246,States,GPE
1247,State,ORG
1248,Great Britain,GPE
1249,Lake Superior,LOC
1250,the Lake of the Woods,LOC
1251,seventh,ORDINAL
1252,two,CARDINAL
1253,State,ORG
1254,the British Government,ORG
1255,British,NORP
1256,Great Britain,GPE
1257,the United States,GPE
1258,the United States,GPE
1259,Her Majesty's Provinces,ORG
1260,the United States,GPE
1261,the United States,GPE
1262,Majesty,PERSON
1263,Canadas,ORG
1264,Canada,GPE
1265,two,CARDINAL
1266,two,CARDINAL
1267,Austria,GPE
1268,Belgium,GPE
1269,Denmark,GPE
1270,France,GPE
1271,Naples,GPE
1272,Portugal,GPE
1273,Prussia,GPE
1274,Russia,GPE
1275,Sweden,GPE
1276,Spain,GPE
1277,eleventh,ORDINAL
1278,"the 3d of March, 1837",DATE
1279,Netherlands,GPE
1280,Congress,ORG
1281,Sardinia,GPE
1282,first,ORDINAL
1283,Kingdom,GPE
1284,Sovereign,ORG
1285,Netherlands,GPE
1286,The King of the Netherlands,WORK_OF_ART
1287,American,NORP
1288,1800,DATE
1289,French,NORP
1290,Curacoa,GPE
1291,Holland,GPE
1292,Sultan,GPE
1293,Turkey,GPE
1294,Mexico,GPE
1295,first,ORDINAL
1296,Mexico,GPE
1297,Congress,ORG
1298,the King of Prussia,ORG
1299,the United States,GPE
1300,Mexico,GPE
1301,Mexico,GPE
1302,the Mexican Government,ORG
1303,Ellis,PERSON
1304,Mexico,GPE
1305,two,CARDINAL
1306,Congress,ORG
1307,the United States,GPE
1308,Texas,GPE
1309,New Orleans,GPE
1310,August,DATE
1311,the 12th of October,DATE
1312,Government,GPE
1313,Texas,GPE
1314,two,CARDINAL
1315,the United States,GPE
1316,Central America,LOC
1317,the United States,GPE
1318,Senate,ORG
1319,Central America,LOC
1320,States,GPE
1321,the Republic of Colombia,GPE
1322,the United States,GPE
1323,Colombian,NORP
1324,the United States,GPE
1325,New Granada,GPE
1326,Venezuela,GPE
1327,Ecuador,GPE
1328,Venezuela,GPE
1329,General Paez,ORG
1330,Ecuador,GPE
1331,Senate,ORG
1332,an early day,DATE
1333,American Empire,ORG
1334,Brazil,GPE
1335,Governments of South America,ORG
1336,the Argentine Republic,GPE
1337,the Republics of Uruguay,GPE
1338,Chili,GPE
1339,Peru,GPE
1340,Bolivia,GPE
1341,the Peru-Bolivian Confederation,ORG
1342,that quarter,DATE
1343,Governments,ORG
1344,the United States,GPE
1345,the present year,DATE
1346,the Treasury Department,ORG
1347,nineteen millions,CARDINAL
1348,Treasury,ORG
1349,Congress of 1837,ORG
1350,ten millions,CARDINAL
1351,three millions,CARDINAL
1352,next year,DATE
1353,Treasury,ORG
1354,the next year,DATE
1355,Congress,ORG
1356,Treasury,ORG
1357,second,ORDINAL
1358,States,GPE
1359,One,CARDINAL
1360,the Federal Government,ORG
1361,republican,NORP
1362,"5,000,000",MONEY
1363,the year 1842,DATE
1364,20 per cent,MONEY
1365,Legislature,ORG
1366,Constitution,LAW
1367,Treasury,ORG
1368,Executive,ORG
1369,Executive,ORG
1370,Legislature,ORG
1371,the Post-Office,ORG
1372,Indians,NORP
1373,Indian,NORP
1374,Treasury,ORG
1375,seventeen and eighteen millions,CARDINAL
1376,1834,DATE
1377,1835,DATE
1378,twenty-nine millions,CARDINAL
1379,1836,DATE
1380,1837,DATE
1381,4th,ORDINAL
1382,thirty three millions,CARDINAL
1383,the year 1838,DATE
1384,Indian,NORP
1385,the present year,DATE
1386,1839,DATE
1387,twenty-six millions,QUANTITY
1388,six millions,CARDINAL
1389,last year,DATE
1390,1840,DATE
1391,1839,CARDINAL
1392,"5,000,000",MONEY
1393,Treasury,ORG
1394,first,ORDINAL
1395,the present year,DATE
1396,Treasury,ORG
1397,several years,DATE
1398,navy-yards,QUANTITY
1399,Congress,ORG
1400,the United States,GPE
1401,Congress,ORG
1402,the spring,DATE
1403,Florida,GPE
1404,Indians,NORP
1405,Territory,PERSON
1406,War,EVENT
1407,the last summer,DATE
1408,Navy,ORG
1409,one,CARDINAL
1410,the United States,GPE
1411,Reed,PERSON
1412,Navy,ORG
1413,Africa,LOC
1414,American,NORP
1415,American,NORP
1416,the United States,GPE
1417,Havana,GPE
1418,Senate,ORG
1419,the 1st of July last,DATE
1420,"about 133,999 miles",QUANTITY
1421,annual,DATE
1422,"34,496,878 miles",QUANTITY
1423,that day,DATE
1424,"12,780",CARDINAL
1425,30th,ORDINAL
1426,"13,028",CARDINAL
1427,the Post-Office Department,ORG
1428,the year ending with the 30th of June last,DATE
1429,"4,476,638",MONEY
1430,the preceding year,DATE
1431,"241,560",MONEY
1432,the Department for,ORG
1433,"4,624,117",MONEY
1434,the last two years,DATE
1435,30th,ORDINAL
1436,"about $ 206,701.95",MONEY
1437,last year,DATE
1438,"the act of 7th July, 1838",DATE
1439,annual,DATE
1440,"136,963",MONEY
1441,Department,ORG
1442,Congress,ORG
1443,such hours,TIME
1444,the General Government,ORG
1445,the Post-Office Department,ORG
1446,the hours,TIME
1447,Congress,ORG
1448,The War and,EVENT
1449,"the War,",EVENT
1450,Navy,ORG
1451,Post-Office Departments,ORG
1452,one,CARDINAL
1453,the Treasury Department,ORG
1454,Congress,ORG
1455,a few days,DATE
1456,Departments,ORG
1457,Legislature,ORG
1458,December of last year,DATE
1459,State,ORG
1460,Senate,ORG
1461,ninth,ORDINAL
1462,Territory,ORG
1463,Congress,ORG
1464,1836,DATE
1465,Congress,ORG
1466,Florida,GPE
1467,Territory,ORG
1468,Senate,ORG
1469,Congress,ORG
1470,the House of Representatives,ORG
1471,1837,DATE
1472,1836,DATE
1473,Congress,ORG
1474,two,CARDINAL
1475,Houses,ORG
1476,Congress,ORG
1477,several years,DATE
1478,Executive,ORG
1479,Legislature,ORG
1480,the last three years,DATE
1481,Departments,ORG
1482,Treasury,ORG
1483,Post-Office Departments,ORG
1484,"66,000,000",MONEY
1485,New York,GPE
1486,"60,000",MONEY
1487,Congress,ORG
1488,Treasury,ORG
1489,the House of Representatives,ORG
1490,Administration,ORG
1491,1789 to 1837,DATE
1492,a few days,DATE
1493,the Post-Office,ORG
1494,Congress,ORG
1495,Treasury,ORG
1496,twenty-two,CARDINAL
1497,twenty-seven,CARDINAL
1498,Congress,ORG
1499,National Treasury,ORG
1500,Constitution,LAW
1501,the Federal Government,ORG
1502,1837,DATE
1503,one,CARDINAL
1504,1837,DATE
